customer_id,tier,lifetime_value,feedback_count,negative_count,avg_churn_risk_score,max_priority_score
CUST-005909,Bronze,126.2,13,3,0.31230769230769234,50.4
CUST-007803,Bronze,138.73,13,3,0.31230769230769234,48.9
CUST-000030,Bronze,93.74,13,3,0.31230769230769234,48.4
CUST-003682,Bronze,161.34,13,3,0.31230769230769234,52.2
CUST-000560,Bronze,195.24,22,5,0.3118181818181818,54.2
CUST-002755,Bronze,274.65,22,5,0.3118181818181818,55.9
CUST-000469,Bronze,143.69,22,5,0.3118181818181818,51.1
CUST-007105,Bronze,176.71,22,5,0.3118181818181818,56.4
CUST-004615,Bronze,236.94,22,5,0.3118181818181818,55.2
CUST-002225,Bronze,214.8,9,2,0.3111111111111111,53.2
CUST-000899,Bronze,132.81,18,4,0.3111111111111111,52.4
CUST-001794,Bronze,120.43,27,6,0.3111111111111111,57.0
CUST-003358,Bronze,142.73,18,4,0.3111111111111111,53.0
CUST-004503,Bronze,130.12,18,4,0.3111111111111111,54.4
CUST-007822,Bronze,354.68,9,2,0.3111111111111111,55.4
CUST-003360,Bronze,128.64,9,2,0.3111111111111111,49.6
CUST-004818,Bronze,184.27,18,4,0.3111111111111111,52.5
CUST-006948,Bronze,77.53,9,2,0.3111111111111111,36.8
CUST-001299,Bronze,199.05,9,2,0.3111111111111111,47.5
CUST-002263,Bronze,324.69,18,4,0.3111111111111111,53.9
CUST-005515,Bronze,112.64,18,4,0.3111111111111111,53.5
CUST-004053,Bronze,207.57,9,2,0.3111111111111111,49.5
CUST-004394,Bronze,71.66,9,2,0.3111111111111111,43.0
CUST-002759,Bronze,147.59,18,4,0.3111111111111111,53.5
CUST-000552,Bronze,142.39,9,2,0.3111111111111111,48.6
CUST-001931,Bronze,260.96,18,4,0.3111111111111111,53.4
CUST-001367,Bronze,119.16,9,2,0.3111111111111111,48.2
CUST-000315,Bronze,176.6,9,2,0.3111111111111111,53.0
CUST-000536,Bronze,156.97,18,4,0.3111111111111111,55.7
CUST-002251,Bronze,174.25,18,4,0.3111111111111111,56.1
CUST-007156,Bronze,374.66,9,2,0.3111111111111111,51.7
CUST-001661,Bronze,118.55,9,2,0.3111111111111111,42.4
CUST-006844,Bronze,197.34,18,4,0.3111111111111111,57.1
CUST-007595,Bronze,105.61,9,2,0.3111111111111111,48.6
CUST-004300,Bronze,157.33,18,4,0.3111111111111111,55.7
CUST-000014,Bronze,68.7,9,2,0.3111111111111111,43.7
CUST-005299,Bronze,222.3,18,4,0.3111111111111111,53.3
CUST-007183,Bronze,261.34,14,3,0.31,51.0
CUST-000564,Bronze,174.35,14,3,0.31,55.6
CUST-000032,Bronze,252.3,14,3,0.31,75.0
CUST-005136,Bronze,108.72,14,3,0.31,45.6
CUST-003791,Bronze,93.25,14,3,0.31,50.9
CUST-003089,Bronze,162.24,14,3,0.31,47.6
CUST-003013,Bronze,168.82,14,3,0.31,55.1
CUST-005746,Bronze,206.65,14,3,0.31,55.4
CUST-002527,Bronze,261.29,14,3,0.31,55.9
CUST-007630,Bronze,145.94,14,3,0.31,49.1
CUST-005437,Bronze,370.24,14,3,0.31,54.3
CUST-007013,Bronze,79.37,14,3,0.31,47.8
CUST-000040,Bronze,86.67,14,3,0.31,48.7
CUST-000511,Bronze,229.2,14,3,0.31,54.6
CUST-000910,Bronze,119.29,14,3,0.31,52.1
CUST-004057,Bronze,114.92,14,3,0.31,47.9
CUST-007449,Bronze,154.7,14,3,0.31,53.4
CUST-005644,Bronze,215.19,14,3,0.31,55.7
CUST-000792,Bronze,157.59,14,3,0.31,53.3
CUST-007047,Bronze,76.96,14,3,0.31,47.2
CUST-002952,Bronze,138.89,14,3,0.31,53.1
CUST-001561,Bronze,119.26,14,3,0.31,47.4
CUST-000371,Bronze,115.33,14,3,0.31,51.9
CUST-005715,Bronze,128.37,14,3,0.31,48.4
CUST-002618,Bronze,158.66,14,3,0.31,49.9
CUST-006632,Bronze,96.56,14,3,0.31,47.0
CUST-001783,Bronze,126.01,14,3,0.31,45.4
CUST-001328,Bronze,108.88,19,4,0.30947368421052635,49.1
CUST-006884,Bronze,177.09,19,4,0.30947368421052635,54.0
CUST-007748,Bronze,165.62,19,4,0.30947368421052635,55.5
CUST-002758,Bronze,125.29,19,4,0.30947368421052635,54.4
CUST-006712,Bronze,66.05,19,4,0.30947368421052635,51.9
CUST-000049,Bronze,87.75,15,3,0.308,48.1
CUST-007718,Bronze,256.09,15,3,0.308,55.4
CUST-003801,Bronze,138.33,10,2,0.308,46.9
CUST-001770,Bronze,195.44,15,3,0.308,54.6
CUST-007945,Bronze,168.96,20,4,0.308,55.3
CUST-007658,Bronze,181.24,15,3,0.308,55.8
CUST-000015,Bronze,144.4,15,3,0.308,54.3
CUST-006006,Bronze,248.03,10,2,0.308,53.2
CUST-001942,Bronze,154.81,10,2,0.308,45.0
CUST-004485,Bronze,103.62,15,3,0.308,49.1
CUST-004371,Bronze,128.79,10,2,0.308,47.0
CUST-005174,Bronze,202.4,5,1,0.308,51.6
CUST-004264,Bronze,72.77,10,2,0.308,44.8
CUST-001191,Bronze,86.02,15,3,0.308,50.5
CUST-007751,Bronze,127.61,15,3,0.308,52.5
CUST-003555,Bronze,146.12,15,3,0.308,51.1
CUST-002363,Bronze,209.38,15,3,0.308,55.7
CUST-001410,Bronze,186.15,10,2,0.308,49.0
CUST-005117,Bronze,88.44,20,4,0.308,48.1
CUST-004665,Bronze,278.07,15,3,0.308,58.1
CUST-001546,Bronze,280.07,15,3,0.308,57.1
CUST-006098,Bronze,119.59,15,3,0.308,47.8
CUST-001823,Bronze,234.72,15,3,0.308,51.9
CUST-004669,Bronze,239.61,10,2,0.308,52.1
CUST-004664,Bronze,242.83,10,2,0.308,53.9
CUST-004619,Bronze,714.62,10,2,0.308,55.3
CUST-000768,Bronze,71.51,10,2,0.308,41.7
CUST-006583,Bronze,135.77,15,3,0.308,46.9
CUST-007646,Bronze,231.17,10,2,0.308,50.4
CUST-006675,Bronze,100.79,15,3,0.308,46.8
CUST-007568,Bronze,531.45,15,3,0.308,55.7
CUST-001297,Bronze,134.1,10,2,0.308,50.2
CUST-002298,Bronze,223.97,10,2,0.308,50.0
CUST-004750,Bronze,192.94,15,3,0.308,51.9
CUST-007155,Bronze,137.1,10,2,0.308,44.9
CUST-005390,Bronze,158.67,5,1,0.308,44.1
CUST-003265,Bronze,95.92,10,2,0.308,48.0
CUST-006181,Bronze,107.74,10,2,0.308,46.4
CUST-004792,Bronze,199.22,25,5,0.308,55.3
CUST-003047,Bronze,170.92,5,1,0.308,44.2
CUST-002465,Bronze,92.46,10,2,0.308,47.9
CUST-003713,Bronze,217.17,10,2,0.308,48.7
CUST-006571,Bronze,100.29,21,4,0.3066666666666667,51.0
CUST-000239,Bronze,205.17,16,3,0.30625,55.5
CUST-007686,Bronze,139.44,16,3,0.30625,53.1
CUST-006439,Bronze,134.82,16,3,0.30625,46.1
CUST-005236,Bronze,90.57,16,3,0.30625,51.8
CUST-000385,Bronze,111.57,16,3,0.30625,53.7
CUST-000530,Bronze,152.94,16,3,0.30625,49.1
CUST-007787,Bronze,213.35,16,3,0.30625,53.4
CUST-006841,Bronze,153.77,16,3,0.30625,49.8
CUST-003832,Bronze,114.44,16,3,0.30625,50.2
CUST-002627,Bronze,156.71,11,2,0.3054545454545455,51.3
CUST-002032,Bronze,131.9,11,2,0.3054545454545455,48.7
CUST-006833,Bronze,109.74,11,2,0.3054545454545455,46.8
CUST-006896,Bronze,162.81,11,2,0.3054545454545455,48.3
CUST-003362,Bronze,233.94,11,2,0.3054545454545455,53.7
CUST-005846,Bronze,264.74,11,2,0.3054545454545455,50.2
CUST-003921,Bronze,180.06,11,2,0.3054545454545455,51.8
CUST-006145,Bronze,130.6,11,2,0.3054545454545455,44.1
CUST-006460,Bronze,225.79,11,2,0.3054545454545455,54.5
CUST-006445,Bronze,224.32,11,2,0.3054545454545455,53.5
CUST-002377,Bronze,126.2,11,2,0.3054545454545455,47.4
CUST-005502,Bronze,195.96,11,2,0.3054545454545455,50.4
CUST-007036,Bronze,203.18,11,2,0.3054545454545455,45.9
CUST-002161,Bronze,246.98,11,2,0.3054545454545455,49.8
CUST-001876,Bronze,83.86,11,2,0.3054545454545455,45.6
CUST-000797,Bronze,160.84,11,2,0.3054545454545455,45.4
CUST-000699,Bronze,315.17,11,2,0.3054545454545455,49.0
CUST-003516,Bronze,148.77,11,2,0.3054545454545455,46.9
CUST-004462,Bronze,250.57,17,3,0.3047058823529412,53.6
CUST-000355,Bronze,225.48,17,3,0.3047058823529412,52.7
CUST-007136,Bronze,182.95,17,3,0.3047058823529412,47.8
CUST-005083,Bronze,210.47,17,3,0.3047058823529412,51.8
CUST-000744,Bronze,191.97,17,3,0.3047058823529412,52.5
CUST-007072,Bronze,163.71,12,2,0.30333333333333334,53.6
CUST-000408,Bronze,121.39,12,2,0.30333333333333334,47.4
CUST-003078,Bronze,117.33,6,1,0.30333333333333334,41.7
CUST-006434,Bronze,136.87,12,2,0.30333333333333334,52.1
CUST-003846,Bronze,115.06,12,2,0.30333333333333334,47.3
CUST-007363,Bronze,160.79,12,2,0.30333333333333334,49.4
CUST-006211,Bronze,135.49,12,2,0.30333333333333334,48.3
CUST-001542,Bronze,71.3,18,3,0.30333333333333334,46.3
CUST-005471,Bronze,116.87,6,1,0.30333333333333334,42.1
CUST-004902,Bronze,145.39,12,2,0.30333333333333334,48.8
CUST-002551,Bronze,126.64,12,2,0.30333333333333334,51.9
CUST-001624,Bronze,138.42,12,2,0.30333333333333334,48.4
CUST-002176,Bronze,106.93,12,2,0.30333333333333334,48.9
CUST-007198,Bronze,146.98,18,3,0.30333333333333334,51.8
CUST-007814,Bronze,132.74,6,1,0.30333333333333334,49.0
CUST-001738,Bronze,85.38,6,1,0.30333333333333334,44.1
CUST-001425,Bronze,242.35,12,2,0.30333333333333334,51.6
CUST-001075,Bronze,301.74,25,4,0.3024,75.8
CUST-003664,Bronze,111.54,19,3,0.30210526315789477,48.7
CUST-002883,Bronze,205.21,19,3,0.30210526315789477,51.7
CUST-004239,Bronze,207.35,19,3,0.30210526315789477,53.6
CUST-004145,Bronze,96.34,13,2,0.3015384615384616,48.4
CUST-002712,Bronze,197.56,13,2,0.3015384615384616,49.7
CUST-003235,Bronze,125.25,13,2,0.3015384615384616,49.0
CUST-002640,Bronze,159.22,13,2,0.3015384615384616,48.7
CUST-002113,Bronze,123.88,13,2,0.3015384615384616,70.7
CUST-007932,Bronze,185.13,13,2,0.3015384615384616,52.3
CUST-006775,Bronze,283.06,13,2,0.3015384615384616,48.5
CUST-004312,Bronze,145.02,13,2,0.3015384615384616,47.7
CUST-003303,Bronze,186.08,13,2,0.3015384615384616,51.9
CUST-006464,Bronze,123.63,13,2,0.3015384615384616,47.4
CUST-001292,Bronze,138.07,13,2,0.3015384615384616,46.4
CUST-004230,Bronze,114.26,13,2,0.3015384615384616,45.2
CUST-004412,Bronze,213.26,13,2,0.3015384615384616,54.8
CUST-004983,Bronze,151.36,13,2,0.3015384615384616,49.1
CUST-002266,Bronze,91.98,14,2,0.3,49.3
CUST-006337,Bronze,178.56,7,1,0.3,44.9
CUST-003641,Bronze,188.64,7,1,0.3,49.0
CUST-000921,Bronze,241.6,14,2,0.3,52.6
CUST-000883,Bronze,203.76,14,2,0.3,50.9
CUST-005900,Bronze,161.02,14,2,0.3,48.4
CUST-003246,Bronze,183.46,7,1,0.3,46.0
CUST-007122,Bronze,154.62,14,2,0.3,47.0
CUST-002619,Bronze,144.49,7,1,0.3,43.2
CUST-005930,Bronze,225.06,14,2,0.3,48.2
CUST-006963,Bronze,135.2,14,2,0.3,47.3
CUST-002719,Bronze,95.44,14,2,0.3,47.3
CUST-001353,Bronze,115.45,7,1,0.3,41.8
CUST-003957,Bronze,297.87,14,2,0.3,53.5
CUST-002144,Bronze,237.2,14,2,0.3,54.7
CUST-004493,Bronze,70.06,22,3,0.2990909090909091,44.7
CUST-001629,Bronze,151.49,15,2,0.2986666666666667,68.8
CUST-004232,Bronze,129.18,15,2,0.2986666666666667,50.0
CUST-002852,Bronze,51.12,15,2,0.2986666666666667,44.3
CUST-000180,Bronze,173.11,15,2,0.2986666666666667,47.7
CUST-004206,Bronze,115.74,15,2,0.2986666666666667,43.7
CUST-007936,Bronze,131.93,16,2,0.29750000000000004,47.2
CUST-003709,Bronze,212.52,8,1,0.29750000000000004,51.9
CUST-005737,Bronze,190.24,8,1,0.29750000000000004,42.0
CUST-000290,Bronze,107.9,25,3,0.2968,51.5
CUST-000396,Bronze,118.04,17,2,0.2964705882352941,45.3
CUST-006815,Bronze,77.2,17,2,0.2964705882352941,41.6
CUST-000878,Bronze,183.56,9,1,0.29555555555555557,47.0
CUST-000402,Bronze,104.93,18,2,0.29555555555555557,44.8
CUST-005652,Bronze,279.34,9,1,0.29555555555555557,49.3
CUST-003274,Bronze,220.04,18,2,0.29555555555555557,53.0
CUST-001940,Bronze,55.69,18,2,0.29555555555555557,49.6
CUST-000652,Bronze,171.89,9,1,0.29555555555555557,44.6
CUST-000649,Bronze,85.36,9,1,0.29555555555555557,40.4
CUST-001792,Bronze,100.17,9,1,0.29555555555555557,44.4
CUST-003433,Bronze,96.26,9,1,0.29555555555555557,42.2
CUST-001136,Bronze,223.67,10,1,0.29400000000000004,51.2
CUST-007521,Bronze,236.84,10,1,0.29400000000000004,52.5
CUST-001108,Bronze,105.88,10,1,0.29400000000000004,39.6
CUST-004866,Bronze,219.25,11,1,0.2927272727272727,52.1
CUST-002868,Bronze,75.08,11,1,0.2927272727272727,44.6
CUST-004519,Bronze,270.86,11,1,0.2927272727272727,47.1
CUST-000550,Bronze,121.86,11,1,0.2927272727272727,43.0
CUST-007001,Bronze,113.04,11,1,0.2927272727272727,45.5
CUST-003604,Bronze,168.24,11,1,0.2927272727272727,42.5
CUST-004904,Bronze,44.23,11,1,0.2927272727272727,38.0
CUST-007269,Bronze,123.76,23,2,0.2921739130434783,46.1
CUST-007210,Bronze,165.84,12,1,0.2916666666666667,50.1
CUST-006714,Bronze,129.95,12,1,0.2916666666666667,40.5
CUST-001916,Bronze,104.69,12,1,0.2916666666666667,39.1
CUST-003420,Bronze,123.19,12,1,0.2916666666666667,42.4
CUST-007848,Bronze,202.93,14,1,0.29000000000000004,49.6
CUST-002197,Bronze,277.57,14,1,0.29000000000000004,47.2
CUST-003861,Bronze,190.49,14,1,0.29000000000000004,46.3
CUST-005984,Bronze,89.57,14,1,0.29000000000000004,43.0
CUST-006119,Bronze,296.47,14,1,0.29000000000000004,47.5
CUST-001926,Bronze,132.3,6,0,0.28,28.6
CUST-007168,Bronze,108.21,6,0,0.28,27.4
CUST-006840,Bronze,187.28,10,0,0.28,32.8
CUST-005284,Bronze,165.19,10,0,0.28,32.0
CUST-000012,Bronze,165.78,9,0,0.28,29.9
CUST-007762,Bronze,100.16,3,0,0.28,28.0
CUST-004847,Silver,682.03,12,11,0.2625,60.8
CUST-007087,Silver,417.23,10,9,0.261,60.4
CUST-004004,Silver,279.19,14,12,0.2571428571428572,56.4
CUST-001286,Silver,594.83,17,14,0.25411764705882356,64.0
CUST-002103,Silver,871.81,11,9,0.25363636363636366,64.5
CUST-000333,Silver,757.61,10,8,0.252,62.6
CUST-001208,Silver,414.61,10,8,0.252,80.7
CUST-003544,Silver,486.94,10,8,0.252,63.2
CUST-000058,Silver,402.43,14,11,0.2507142857142857,61.5
CUST-000989,Silver,673.51,9,7,0.25,62.2
CUST-006818,Silver,254.43,9,7,0.25,55.9
CUST-004690,Silver,644.64,9,7,0.25,63.9
CUST-000160,Silver,290.55,13,10,0.24923076923076926,59.0
CUST-005702,Silver,337.32,13,10,0.24923076923076926,61.5
CUST-000276,Silver,554.39,12,9,0.24750000000000003,63.4
CUST-006802,Silver,551.0,12,9,0.24750000000000003,63.4
CUST-000479,Silver,355.14,12,9,0.24750000000000003,61.6
CUST-003812,Silver,370.55,12,9,0.24750000000000003,58.9
CUST-007302,Silver,478.81,8,6,0.2475,57.1
CUST-000151,Silver,465.61,8,6,0.2475,59.7
CUST-003714,Silver,404.63,8,6,0.2475,58.2
CUST-003411,Silver,1345.24,4,3,0.2475,60.2
CUST-001322,Silver,291.56,8,6,0.2475,54.3
CUST-003907,Silver,321.55,20,15,0.2475,61.6
CUST-003262,Silver,637.91,8,6,0.2475,59.6
CUST-007459,Silver,406.91,8,6,0.2475,55.9
CUST-007676,Silver,367.62,15,11,0.24600000000000002,61.0
CUST-007152,Silver,768.74,11,8,0.24545454545454548,74.3
CUST-002692,Silver,384.88,11,8,0.24545454545454548,60.1
CUST-004198,Silver,381.61,11,8,0.24545454545454548,59.6
CUST-006508,Silver,363.73,11,8,0.24545454545454548,61.7
CUST-004655,Silver,686.95,11,8,0.24545454545454548,60.2
CUST-006706,Silver,456.54,11,8,0.24545454545454548,62.0
CUST-005961,Silver,518.47,11,8,0.24545454545454548,61.6
CUST-005311,Silver,550.13,7,5,0.24428571428571427,59.7
CUST-003854,Silver,864.23,7,5,0.24428571428571427,61.5
CUST-003272,Silver,257.76,14,10,0.24428571428571427,59.4
CUST-000613,Silver,440.51,14,10,0.24428571428571427,58.6
CUST-007959,Silver,964.98,14,10,0.24428571428571427,84.9
CUST-007331,Silver,522.75,14,10,0.24428571428571427,60.4
CUST-000601,Silver,374.75,14,10,0.24428571428571427,60.2
CUST-006562,Silver,579.95,14,10,0.24428571428571427,63.9
CUST-006302,Silver,282.64,7,5,0.24428571428571427,54.8
CUST-006487,Silver,526.4,14,10,0.24428571428571427,63.2
CUST-000471,Silver,463.56,14,10,0.24428571428571427,58.9
CUST-003865,Silver,700.35,14,10,0.24428571428571427,62.9
CUST-007874,Silver,244.17,14,10,0.24428571428571427,58.4
CUST-000514,Silver,409.34,14,10,0.24428571428571427,60.6
CUST-007567,Silver,297.95,17,12,0.2435294117647059,59.3
CUST-005814,Silver,168.85,17,12,0.2435294117647059,58.0
CUST-004565,Silver,276.07,17,12,0.2435294117647059,75.8
CUST-001892,Silver,581.8,10,7,0.24300000000000002,59.0
CUST-000275,Silver,730.79,10,7,0.24300000000000002,61.8
CUST-006274,Silver,260.04,10,7,0.24300000000000002,59.0
CUST-007625,Silver,795.1,10,7,0.24300000000000002,62.9
CUST-002878,Silver,636.76,10,7,0.24300000000000002,83.3
CUST-000858,Silver,429.99,10,7,0.24300000000000002,58.5
CUST-002090,Silver,480.26,13,9,0.24230769230769234,61.4
CUST-007395,Silver,817.49,13,9,0.24230769230769234,63.5
CUST-004028,Silver,918.39,13,9,0.24230769230769234,65.5
CUST-000629,Silver,482.08,13,9,0.24230769230769234,61.6
CUST-004102,Silver,359.58,13,9,0.24230769230769234,59.2
CUST-000073,Silver,302.16,13,9,0.24230769230769234,59.1
CUST-000047,Silver,243.39,13,9,0.24230769230769234,60.2
CUST-004913,Silver,708.88,13,9,0.24230769230769234,63.3
CUST-005895,Silver,457.27,13,9,0.24230769230769234,62.7
CUST-001493,Silver,540.75,13,9,0.24230769230769234,63.9
CUST-003298,Silver,252.56,16,11,0.241875,56.5
CUST-000415,Silver,265.88,16,11,0.241875,59.6
CUST-004455,Silver,348.57,16,11,0.241875,59.6
CUST-007581,Silver,946.79,16,11,0.241875,63.8
CUST-004616,Silver,476.77,16,11,0.241875,63.4
CUST-002452,Silver,218.52,19,13,0.24157894736842103,57.8
CUST-003633,Silver,573.5,19,13,0.24157894736842103,63.1
CUST-005076,Silver,271.92,19,13,0.24157894736842103,59.9
CUST-001261,Silver,440.49,19,13,0.24157894736842103,61.7
CUST-000149,Silver,403.69,22,15,0.2413636363636364,60.6
CUST-006676,Silver,244.19,9,6,0.24000000000000002,55.6
CUST-001704,Silver,381.6,9,6,0.24000000000000002,59.6
CUST-003511,Silver,420.58,9,6,0.24000000000000002,58.1
CUST-003426,Silver,855.91,9,6,0.24000000000000002,62.5
CUST-000937,Silver,364.46,15,10,0.24000000000000002,58.1
CUST-006865,Silver,759.93,9,6,0.24000000000000002,60.6
CUST-007776,Silver,405.91,9,6,0.24000000000000002,60.3
CUST-004491,Silver,514.16,18,12,0.24000000000000002,62.7
CUST-006477,Silver,582.41,15,10,0.24000000000000002,63.0
CUST-007741,Silver,512.38,9,6,0.24000000000000002,60.5
CUST-002753,Silver,717.66,15,10,0.24000000000000002,62.8
CUST-002031,Silver,633.16,15,10,0.24000000000000002,64.3
CUST-004331,Silver,468.24,9,6,0.24000000000000002,56.9
CUST-003432,Silver,279.16,9,6,0.24000000000000002,54.4
CUST-005252,Silver,339.12,15,10,0.24000000000000002,60.5
CUST-004106,Silver,438.01,15,10,0.24000000000000002,62.7
CUST-000794,Silver,473.17,12,8,0.24,59.0
CUST-001497,Silver,258.24,21,14,0.24,59.6
CUST-004920,Silver,563.76,6,4,0.24,59.5
CUST-006516,Silver,428.45,12,8,0.24,61.8
CUST-000747,Silver,502.34,12,8,0.24,61.0
CUST-002369,Silver,466.66,12,8,0.24,62.0
CUST-001385,Silver,265.01,12,8,0.24,57.4
CUST-000182,Silver,510.18,12,8,0.24,61.4
CUST-002070,Silver,236.35,12,8,0.24,58.1
CUST-006041,Silver,354.08,12,8,0.24,59.3
CUST-003410,Silver,463.66,12,8,0.24,61.7
CUST-006868,Silver,286.02,12,8,0.24,60.4
CUST-001188,Silver,665.45,12,8,0.24,62.4
CUST-000483,Silver,304.24,6,4,0.24,56.7
CUST-000742,Silver,401.19,12,8,0.24,81.4
CUST-000845,Silver,251.87,12,8,0.24,57.5
CUST-002986,Silver,1033.43,24,16,0.24,66.1
CUST-001577,Silver,333.34,12,8,0.24,56.6
CUST-001550,Silver,555.78,20,13,0.23850000000000002,62.0
CUST-002254,Silver,364.74,20,13,0.23850000000000002,62.1
CUST-000809,Silver,391.86,20,13,0.23850000000000002,62.4
CUST-000115,Silver,532.4,20,13,0.23850000000000002,82.7
CUST-002807,Silver,336.83,17,11,0.23823529411764705,61.8
CUST-005903,Silver,686.01,17,11,0.23823529411764705,63.5
CUST-000751,Silver,527.38,17,11,0.23823529411764705,63.5
CUST-005782,Silver,358.91,17,11,0.23823529411764705,59.9
CUST-004476,Silver,463.65,17,11,0.23823529411764705,62.8
CUST-004251,Silver,404.6,17,11,0.23823529411764705,60.6
CUST-006329,Silver,459.59,17,11,0.23823529411764705,60.5
CUST-002093,Silver,769.24,14,9,0.23785714285714285,83.0
CUST-006127,Silver,210.37,14,9,0.23785714285714285,54.9
CUST-007934,Silver,617.6,14,9,0.23785714285714285,64.3
CUST-001527,Silver,429.45,14,9,0.23785714285714285,59.3
CUST-004263,Silver,588.05,14,9,0.23785714285714285,61.0
CUST-003517,Silver,380.22,14,9,0.23785714285714285,57.9
CUST-000157,Silver,501.74,14,9,0.23785714285714285,82.0
CUST-005968,Silver,486.19,14,9,0.23785714285714285,62.3
CUST-001462,Silver,310.96,14,9,0.23785714285714285,58.8
CUST-005753,Silver,276.45,14,9,0.23785714285714285,56.3
CUST-003312,Silver,580.15,14,9,0.23785714285714285,64.2
CUST-005475,Silver,659.65,14,9,0.23785714285714285,62.3
CUST-007352,Silver,857.05,14,9,0.23785714285714285,64.3
CUST-002533,Silver,942.94,14,9,0.23785714285714285,63.9
CUST-005560,Silver,698.27,14,9,0.23785714285714285,63.4
CUST-002002,Silver,240.82,14,9,0.23785714285714285,57.1
CUST-002333,Silver,1089.87,14,9,0.23785714285714285,65.4
CUST-003687,Silver,546.28,11,7,0.2372727272727273,62.5
CUST-002034,Silver,266.4,11,7,0.2372727272727273,58.3
CUST-001510,Silver,489.7,11,7,0.2372727272727273,78.4
CUST-002684,Silver,497.13,11,7,0.2372727272727273,59.3
CUST-003918,Silver,395.39,11,7,0.2372727272727273,74.7
CUST-001837,Silver,547.98,11,7,0.2372727272727273,60.9
CUST-007858,Silver,482.15,11,7,0.2372727272727273,61.2
CUST-006437,Silver,944.86,11,7,0.2372727272727273,65.6
CUST-006901,Silver,679.18,11,7,0.2372727272727273,59.5
CUST-006492,Silver,539.25,11,7,0.2372727272727273,58.6
CUST-005865,Silver,627.91,11,7,0.2372727272727273,59.7
CUST-007063,Silver,310.03,11,7,0.2372727272727273,55.3
CUST-002192,Silver,234.05,11,7,0.2372727272727273,58.8
CUST-001724,Silver,472.74,22,14,0.2372727272727273,61.4
CUST-000672,Silver,342.64,11,7,0.2372727272727273,57.5
CUST-004089,Silver,1077.67,11,7,0.2372727272727273,63.3
CUST-002651,Silver,426.11,11,7,0.2372727272727273,59.5
CUST-000621,Silver,284.5,19,12,0.23684210526315788,58.8
CUST-006827,Silver,335.79,19,12,0.23684210526315788,59.9
CUST-005079,Silver,501.04,19,12,0.23684210526315788,61.6
CUST-006148,Silver,881.35,19,12,0.23684210526315788,64.5
CUST-004054,Silver,453.45,19,12,0.23684210526315788,62.8
CUST-003743,Silver,276.08,8,5,0.23625000000000002,58.7
CUST-001428,Silver,273.25,16,10,0.23625000000000002,58.8
CUST-002789,Silver,801.68,16,10,0.23625000000000002,63.8
CUST-002661,Silver,302.34,16,10,0.23625000000000002,61.3
CUST-006674,Silver,383.35,16,10,0.23625000000000002,62.0
CUST-003270,Silver,576.48,16,10,0.23625000000000002,62.1
CUST-007824,Silver,587.01,16,10,0.23625000000000002,62.2
CUST-004354,Silver,417.56,16,10,0.23625000000000002,61.4
CUST-004170,Silver,466.89,16,10,0.23625000000000002,61.6
CUST-007573,Silver,729.78,16,10,0.23625000000000002,65.1
CUST-007055,Silver,378.85,16,10,0.23625000000000002,60.2
CUST-005812,Silver,452.46,16,10,0.23625000000000002,60.6
CUST-007710,Silver,392.14,16,10,0.23625000000000002,61.8
CUST-006134,Silver,392.25,16,10,0.23625000000000002,81.4
CUST-003022,Silver,461.54,24,15,0.23625,61.2
CUST-004907,Silver,660.97,21,13,0.2357142857142857,64.4
CUST-007376,Silver,523.77,21,13,0.2357142857142857,61.8
CUST-003037,Silver,472.56,21,13,0.2357142857142857,61.4
CUST-007956,Silver,289.81,13,8,0.2353846153846154,59.0
CUST-006985,Silver,360.3,13,8,0.2353846153846154,57.2
CUST-006419,Silver,511.11,13,8,0.2353846153846154,63.4
CUST-006626,Silver,483.98,13,8,0.2353846153846154,61.0
CUST-003735,Silver,417.43,13,8,0.2353846153846154,60.5
CUST-002372,Silver,765.28,13,8,0.2353846153846154,58.7
CUST-007437,Silver,474.54,13,8,0.2353846153846154,61.7
CUST-004825,Silver,388.52,13,8,0.2353846153846154,58.0
CUST-000623,Silver,364.38,13,8,0.2353846153846154,55.6
CUST-007201,Silver,436.43,13,8,0.2353846153846154,60.8
CUST-001447,Silver,300.45,13,8,0.2353846153846154,60.7
CUST-001225,Silver,426.28,13,8,0.2353846153846154,62.5
CUST-001519,Silver,426.51,13,8,0.2353846153846154,58.7
CUST-007607,Silver,351.94,13,8,0.2353846153846154,57.8
CUST-007846,Silver,609.33,13,8,0.2353846153846154,63.3
CUST-001278,Silver,251.15,13,8,0.2353846153846154,58.4
CUST-002334,Silver,737.85,13,8,0.2353846153846154,63.9
CUST-003366,Silver,542.41,13,8,0.2353846153846154,59.6
CUST-000342,Silver,758.51,13,8,0.2353846153846154,61.9
CUST-002307,Silver,217.04,13,8,0.2353846153846154,58.1
CUST-001382,Silver,280.69,13,8,0.2353846153846154,58.7
CUST-006458,Silver,654.42,13,8,0.2353846153846154,63.4
CUST-005106,Silver,393.7,13,8,0.2353846153846154,60.1
CUST-006335,Silver,233.32,18,11,0.23500000000000001,56.8
CUST-006547,Silver,311.48,18,11,0.23500000000000001,61.5
CUST-006560,Silver,297.82,18,11,0.23500000000000001,60.2
CUST-001238,Silver,455.59,18,11,0.23500000000000001,60.5
CUST-001287,Silver,247.39,18,11,0.23500000000000001,56.5
CUST-004168,Silver,659.18,18,11,0.23500000000000001,64.2
