customer_id,signup_date,region,tier,lifetime_value,base_churn_prob
CUST-003730,2025-12-02,Latin America,Gold,1789.9,0.1
CUST-003731,2025-06-30,North America,Bronze,123.8,0.28
CUST-003732,2025-10-20,Asia Pacific,Gold,2104.79,0.1
CUST-003733,2025-06-25,North America,Gold,1369.12,0.1
CUST-003734,2026-04-25,North America,Silver,184.77,0.18
CUST-003735,2025-05-21,Europe,Silver,417.43,0.18
CUST-003736,2025-08-18,Europe,Silver,419.82,0.18
CUST-003737,2026-05-30,North America,Platinum,5391.48,0.05
CUST-003738,2024-10-07,North America,Silver,356.65,0.18
CUST-003739,2025-02-27,Asia Pacific,Gold,1273.78,0.1
CUST-003740,2026-05-05,Asia Pacific,Bronze,85.03,0.28
CUST-003741,2024-09-26,North America,Bronze,107.61,0.28
CUST-003742,2024-06-02,Asia Pacific,Bronze,206.32,0.28
CUST-003743,2025-09-05,North America,Silver,276.08,0.18
CUST-003744,2025-12-27,Europe,Gold,1765.97,0.1
CUST-003745,2025-10-23,North America,Bronze,236.66,0.28
CUST-003746,2024-03-23,Europe,Bronze,246.46,0.28
CUST-003747,2025-09-13,North America,Bronze,278.32,0.28
CUST-003748,2025-03-01,Middle East & Africa,Bronze,204.53,0.28
CUST-003749,2024-10-01,North America,Bronze,177.83,0.28
CUST-003750,2025-12-13,North America,Bronze,192.19,0.28
CUST-003751,2024-10-10,North America,Gold,1234.71,0.1
CUST-003752,2024-06-21,Latin America,Bronze,129.18,0.28
CUST-003753,2024-11-22,Europe,Silver,612.34,0.18
CUST-003754,2025-12-18,Asia Pacific,Silver,538.55,0.18
CUST-003755,2024-03-03,Latin America,Silver,639.94,0.18
CUST-003756,2024-03-13,Latin America,Bronze,137.99,0.28
CUST-003757,2026-02-01,Asia Pacific,Gold,1143.5,0.1
CUST-003758,2025-09-27,North America,Silver,489.73,0.18
CUST-003759,2025-01-09,Asia Pacific,Bronze,142.59,0.28
CUST-003760,2025-09-24,North America,Bronze,467.48,0.28
CUST-003761,2025-05-22,Asia Pacific,Bronze,325.19,0.28
CUST-003762,2026-02-25,Asia Pacific,Gold,1202.06,0.1
CUST-003763,2025-02-01,Asia Pacific,Silver,427.05,0.18
CUST-003764,2024-04-29,Europe,Bronze,179.3,0.28
CUST-003765,2025-03-12,Europe,Bronze,126.33,0.28
CUST-003766,2026-04-08,Middle East & Africa,Gold,1003.82,0.1
CUST-003767,2025-11-06,North America,Gold,1220.77,0.1
CUST-003768,2025-04-09,North America,Silver,387.88,0.18
CUST-003769,2024-10-12,Europe,Silver,484.32,0.18
CUST-003770,2024-09-21,Middle East & Africa,Gold,1391.47,0.1
CUST-003771,2024-11-15,North America,Silver,126.01,0.18
CUST-003772,2025-11-03,North America,Bronze,69.41,0.28
CUST-003773,2025-01-10,North America,Bronze,106.86,0.28
CUST-003774,2026-03-30,North America,Gold,1342.04,0.1
CUST-003775,2024-03-29,Latin America,Bronze,110.21,0.28
CUST-003776,2025-10-15,Asia Pacific,Bronze,377.92,0.28
CUST-003777,2024-07-21,Asia Pacific,Gold,1716.3,0.1
CUST-003778,2026-03-31,Europe,Silver,984.92,0.18
CUST-003779,2026-01-08,Asia Pacific,Gold,1720.12,0.1
CUST-003780,2024-11-29,North America,Silver,238.82,0.18
CUST-003781,2024-08-09,Europe,Gold,752.83,0.1
CUST-003782,2024-02-10,Europe,Bronze,122.25,0.28
CUST-003783,2025-12-08,North America,Silver,278.9,0.18
CUST-003784,2024-03-08,Europe,Bronze,231.16,0.28
CUST-003785,2026-02-14,North America,Bronze,140.78,0.28
CUST-003786,2025-05-28,North America,Bronze,162.82,0.28
CUST-003787,2026-05-22,North America,Silver,780.45,0.18
CUST-003788,2025-09-28,Asia Pacific,Bronze,324.19,0.28
CUST-003789,2025-09-13,North America,Silver,403.71,0.18
CUST-003790,2025-08-20,Latin America,Bronze,86.9,0.28
CUST-003791,2025-09-23,North America,Bronze,93.25,0.28
CUST-003792,2024-05-06,Asia Pacific,Silver,712.66,0.18
CUST-003793,2024-09-11,Latin America,Platinum,3892.32,0.05
CUST-003794,2025-11-25,Latin America,Bronze,105.07,0.28
CUST-003795,2024-01-16,Latin America,Silver,597.31,0.18
CUST-003796,2025-04-21,North America,Platinum,2275.67,0.05
CUST-003797,2024-03-02,North America,Silver,221.47,0.18
CUST-003798,2026-05-30,Europe,Silver,201.57,0.18
CUST-003799,2025-03-07,North America,Bronze,84.12,0.28
CUST-003800,2025-10-31,North America,Silver,714.92,0.18
CUST-003801,2024-09-24,Latin America,Bronze,138.33,0.28
CUST-003802,2024-02-04,Europe,Silver,443.96,0.18
CUST-003803,2026-02-17,Europe,Gold,1293.19,0.1
CUST-003804,2025-07-29,Latin America,Silver,300.38,0.18
CUST-003805,2025-05-08,Asia Pacific,Bronze,123.81,0.28
CUST-003806,2025-07-15,Asia Pacific,Gold,1029.38,0.1
CUST-003807,2025-04-13,Asia Pacific,Silver,310.09,0.18
CUST-003808,2026-02-05,North America,Gold,988.06,0.1
CUST-003809,2025-10-22,Europe,Silver,428.63,0.18
CUST-003810,2024-11-20,Middle East & Africa,Bronze,135.84,0.28
CUST-003811,2024-10-30,Latin America,Silver,535.14,0.18
CUST-003812,2024-10-02,Latin America,Silver,370.55,0.18
CUST-003813,2026-05-18,Europe,Bronze,278.26,0.28
CUST-003814,2025-11-14,Latin America,Silver,297.72,0.18
CUST-003815,2024-07-19,North America,Silver,363.99,0.18
CUST-003816,2025-03-20,North America,Silver,526.82,0.18
CUST-003817,2024-11-19,Europe,Bronze,192.04,0.28
CUST-003818,2024-02-04,Europe,Silver,277.77,0.18
CUST-003819,2025-04-26,North America,Bronze,143.96,0.28
CUST-003820,2025-12-28,Europe,Bronze,206.53,0.28
CUST-003821,2025-04-24,North America,Bronze,79.01,0.28
CUST-003822,2024-03-05,Europe,Bronze,144.82,0.28
CUST-003823,2024-01-08,Asia Pacific,Bronze,82.75,0.28
CUST-003824,2024-10-27,Asia Pacific,Bronze,108.36,0.28
CUST-003825,2024-12-08,North America,Bronze,155.22,0.28
CUST-003826,2025-03-06,Europe,Platinum,3208.59,0.05
CUST-003827,2025-02-27,Asia Pacific,Silver,285.15,0.18
CUST-003828,2024-11-27,Europe,Silver,733.49,0.18
CUST-003829,2025-03-13,Europe,Platinum,3062.71,0.05
CUST-003830,2025-08-10,Europe,Gold,1495.23,0.1
CUST-003831,2024-06-22,Middle East & Africa,Gold,2188.09,0.1
CUST-003832,2025-07-12,North America,Bronze,114.44,0.28
CUST-003833,2025-06-10,Europe,Silver,575.65,0.18
CUST-003834,2026-05-22,Europe,Gold,1416.78,0.1
CUST-003835,2025-10-20,Europe,Gold,688.32,0.1
CUST-003836,2024-01-26,North America,Silver,729.34,0.18
CUST-003837,2026-03-30,North America,Bronze,156.18,0.28
CUST-003838,2025-08-27,North America,Platinum,2828.17,0.05
CUST-003839,2025-02-09,Middle East & Africa,Silver,235.43,0.18
CUST-003840,2024-08-19,Asia Pacific,Bronze,90.1,0.28
CUST-003841,2025-06-16,Asia Pacific,Bronze,143.63,0.28
CUST-003842,2026-03-29,Asia Pacific,Bronze,87.84,0.28
CUST-003843,2025-07-03,North America,Bronze,193.2,0.28
CUST-003844,2026-02-26,Latin America,Bronze,128.9,0.28
CUST-003845,2025-05-19,Europe,Platinum,1874.23,0.05
CUST-003846,2025-10-30,North America,Bronze,115.06,0.28
CUST-003847,2024-06-27,Asia Pacific,Silver,294.15,0.18
CUST-003848,2024-05-11,Asia Pacific,Gold,735.41,0.1
CUST-003849,2026-04-02,Asia Pacific,Silver,185.53,0.18
CUST-003850,2025-03-30,North America,Bronze,156.09,0.28
CUST-003851,2024-12-13,Middle East & Africa,Silver,307.27,0.18
CUST-003852,2025-06-23,Middle East & Africa,Bronze,317.76,0.28
CUST-003853,2026-02-10,Europe,Bronze,223.11,0.28
CUST-003854,2025-02-09,North America,Silver,864.23,0.18
CUST-003855,2024-03-16,North America,Gold,1597.67,0.1
CUST-003856,2025-08-01,Middle East & Africa,Silver,356.17,0.18
CUST-003857,2026-05-03,Europe,Bronze,170.76,0.28
CUST-003858,2025-05-06,Europe,Bronze,132.89,0.28
CUST-003859,2024-07-12,North America,Bronze,171.9,0.28
CUST-003860,2024-06-10,North America,Silver,642.75,0.18
CUST-003861,2024-12-12,Asia Pacific,Bronze,190.49,0.28
CUST-003862,2024-12-26,Europe,Gold,1204.01,0.1
CUST-003863,2026-02-07,Middle East & Africa,Bronze,154.0,0.28
CUST-003864,2025-08-06,Asia Pacific,Bronze,163.77,0.28
CUST-003865,2024-03-27,Asia Pacific,Silver,700.35,0.18
CUST-003866,2024-09-18,North America,Bronze,123.32,0.28
CUST-003867,2024-08-01,North America,Silver,405.76,0.18
CUST-003868,2025-10-26,Europe,Gold,979.55,0.1
CUST-003869,2025-12-22,North America,Bronze,158.47,0.28
CUST-003870,2025-07-26,North America,Bronze,193.51,0.28
CUST-003871,2026-02-18,Middle East & Africa,Platinum,3945.69,0.05
CUST-003872,2024-09-18,Europe,Silver,439.74,0.18
CUST-003873,2025-12-30,North America,Platinum,5375.61,0.05
CUST-003874,2024-10-09,North America,Bronze,109.17,0.28
CUST-003875,2025-10-09,North America,Bronze,82.33,0.28
CUST-003876,2025-04-11,Middle East & Africa,Bronze,170.59,0.28
CUST-003877,2025-01-14,North America,Bronze,147.6,0.28
CUST-003878,2024-12-27,North America,Silver,420.9,0.18
CUST-003879,2025-03-24,Asia Pacific,Bronze,88.49,0.28
CUST-003880,2025-03-16,North America,Silver,487.21,0.18
CUST-003881,2024-04-02,North America,Bronze,307.56,0.28
CUST-003882,2025-09-12,North America,Gold,704.48,0.1
CUST-003883,2026-01-22,North America,Bronze,140.86,0.28
CUST-003884,2026-05-16,North America,Bronze,154.6,0.28
CUST-003885,2025-02-27,North America,Silver,376.78,0.18
CUST-003886,2024-05-21,Asia Pacific,Bronze,160.2,0.28
CUST-003887,2024-10-17,North America,Silver,376.32,0.18
CUST-003888,2025-03-07,Asia Pacific,Bronze,159.5,0.28
CUST-003889,2026-01-18,Asia Pacific,Gold,1083.68,0.1
CUST-003890,2026-05-01,Europe,Silver,362.9,0.18
CUST-003891,2026-04-03,North America,Silver,436.34,0.18
CUST-003892,2025-11-19,North America,Platinum,4242.99,0.05
CUST-003893,2025-10-14,Asia Pacific,Platinum,1877.19,0.05
CUST-003894,2025-12-01,Europe,Silver,593.96,0.18
CUST-003895,2024-02-18,Asia Pacific,Silver,336.62,0.18
CUST-003896,2024-10-28,North America,Silver,576.29,0.18
CUST-003897,2026-05-30,Latin America,Bronze,114.75,0.28
CUST-003898,2024-07-08,North America,Platinum,4655.71,0.05
CUST-003899,2024-05-15,Europe,Silver,441.27,0.18
CUST-003900,2025-07-08,Europe,Bronze,103.43,0.28
CUST-003901,2025-02-07,North America,Bronze,125.85,0.28
CUST-003902,2026-05-14,Europe,Bronze,241.8,0.28
CUST-003903,2025-08-24,Asia Pacific,Bronze,153.14,0.28
CUST-003904,2026-03-17,Asia Pacific,Bronze,124.89,0.28
CUST-003905,2024-12-06,Latin America,Bronze,236.71,0.28
CUST-003906,2026-01-26,Europe,Bronze,211.18,0.28
CUST-003907,2025-12-04,Europe,Silver,321.55,0.18
CUST-003908,2024-11-13,North America,Bronze,138.22,0.28
CUST-003909,2025-09-09,Europe,Bronze,74.12,0.28
CUST-003910,2024-12-28,North America,Silver,637.8,0.18
CUST-003911,2026-04-01,Europe,Gold,1201.95,0.1
CUST-003912,2025-01-16,North America,Silver,588.34,0.18
CUST-003913,2024-08-20,Europe,Bronze,69.25,0.28
CUST-003914,2026-02-15,Europe,Silver,402.18,0.18
CUST-003915,2024-12-09,Latin America,Bronze,160.4,0.28
CUST-003916,2025-07-02,Europe,Bronze,64.29,0.28
CUST-003917,2026-03-27,Middle East & Africa,Bronze,195.03,0.28
CUST-003918,2025-07-06,Asia Pacific,Silver,395.39,0.18
CUST-003919,2025-06-12,Europe,Silver,223.04,0.18
CUST-003920,2026-05-05,Europe,Silver,366.3,0.18
CUST-003921,2026-02-27,North America,Bronze,180.06,0.28
CUST-003922,2026-03-29,Asia Pacific,Gold,832.83,0.1
CUST-003923,2025-07-24,Europe,Bronze,147.28,0.28
CUST-003924,2024-07-01,Middle East & Africa,Bronze,126.14,0.28
CUST-003925,2024-02-10,Europe,Bronze,67.56,0.28
CUST-003926,2025-07-04,Asia Pacific,Silver,577.54,0.18
CUST-003927,2025-01-31,Asia Pacific,Bronze,207.21,0.28
CUST-003928,2025-12-04,North America,Silver,712.47,0.18
CUST-003929,2026-02-17,North America,Gold,1204.33,0.1
CUST-003930,2025-05-08,Europe,Bronze,182.09,0.28
CUST-003931,2025-10-20,Europe,Silver,235.95,0.18
CUST-003932,2024-11-28,North America,Bronze,165.12,0.28
CUST-003933,2024-05-06,Latin America,Bronze,132.09,0.28
CUST-003934,2025-07-11,Europe,Bronze,145.45,0.28
CUST-003935,2025-07-10,Middle East & Africa,Platinum,2238.55,0.05
CUST-003936,2024-01-01,Asia Pacific,Bronze,235.03,0.28
CUST-003937,2024-06-16,Europe,Gold,619.98,0.1
CUST-003938,2025-09-11,Latin America,Bronze,167.24,0.28
CUST-003939,2024-01-19,Europe,Gold,831.37,0.1
CUST-003940,2024-11-27,Latin America,Gold,2800.4,0.1
CUST-003941,2025-08-06,Europe,Silver,594.31,0.18
CUST-003942,2025-03-31,Europe,Gold,1186.4,0.1
CUST-003943,2024-04-18,Europe,Bronze,99.43,0.28
CUST-003944,2024-09-24,Europe,Silver,642.43,0.18
CUST-003945,2025-03-20,Europe,Silver,121.92,0.18
CUST-003946,2024-08-27,Europe,Silver,524.75,0.18
CUST-003947,2024-10-27,North America,Gold,1471.78,0.1
CUST-003948,2025-08-24,Latin America,Bronze,179.71,0.28
CUST-003949,2024-04-12,Europe,Bronze,209.72,0.28
CUST-003950,2024-09-06,Europe,Bronze,119.66,0.28
CUST-003951,2025-03-28,Asia Pacific,Gold,1494.88,0.1
CUST-003952,2025-06-03,Asia Pacific,Platinum,2677.19,0.05
CUST-003953,2024-06-01,Middle East & Africa,Silver,322.82,0.18
CUST-003954,2026-05-08,Europe,Silver,297.77,0.18
CUST-003955,2024-06-22,North America,Silver,406.85,0.18
CUST-003956,2024-12-08,Europe,Silver,701.86,0.18
CUST-003957,2025-10-31,Europe,Bronze,297.87,0.28
CUST-003958,2025-03-06,Latin America,Silver,403.86,0.18
CUST-003959,2025-12-27,Europe,Silver,347.67,0.18
CUST-003960,2025-11-19,Middle East & Africa,Silver,765.88,0.18
CUST-003961,2025-11-17,Europe,Bronze,178.4,0.28
CUST-003962,2026-05-01,Middle East & Africa,Gold,1214.03,0.1
CUST-003963,2026-04-29,North America,Gold,771.06,0.1
CUST-003964,2025-10-19,Latin America,Silver,797.86,0.18
CUST-003965,2024-11-19,Latin America,Silver,467.18,0.18
CUST-003966,2025-11-03,Middle East & Africa,Silver,450.03,0.18
CUST-003967,2025-09-30,North America,Silver,558.87,0.18
CUST-003968,2025-02-23,North America,Bronze,151.32,0.28
CUST-003969,2025-08-16,Asia Pacific,Gold,2164.47,0.1
CUST-003970,2025-04-29,North America,Silver,674.5,0.18
CUST-003971,2025-10-20,North America,Silver,359.5,0.18
CUST-003972,2026-01-20,North America,Silver,465.92,0.18
CUST-003973,2025-02-15,Europe,Silver,356.05,0.18
CUST-003974,2024-03-24,Europe,Gold,2555.04,0.1
CUST-003975,2024-04-22,North America,Silver,337.0,0.18
CUST-003976,2026-01-06,North America,Gold,1144.21,0.1
CUST-003977,2024-11-27,Europe,Silver,520.51,0.18
CUST-003978,2025-01-12,Europe,Platinum,4284.7,0.05
CUST-003979,2026-01-24,North America,Gold,1571.69,0.1
CUST-003980,2025-10-16,Europe,Bronze,206.65,0.28
CUST-003981,2024-02-10,Latin America,Gold,1583.23,0.1
CUST-003982,2026-02-08,Middle East & Africa,Silver,378.44,0.18
CUST-003983,2026-03-07,Middle East & Africa,Platinum,2812.91,0.05
CUST-003984,2024-04-14,Latin America,Silver,456.93,0.18
CUST-003985,2024-07-20,Europe,Bronze,120.3,0.28
CUST-003986,2025-03-25,Asia Pacific,Bronze,115.3,0.28
CUST-003987,2026-03-29,Europe,Silver,380.11,0.18
CUST-003988,2026-04-22,Europe,Gold,2782.01,0.1
CUST-003989,2024-09-22,North America,Silver,834.45,0.18
CUST-003990,2024-07-28,Europe,Bronze,136.31,0.28
CUST-003991,2025-07-16,Europe,Silver,196.89,0.18
CUST-003992,2024-04-27,North America,Silver,355.36,0.18
CUST-003993,2025-12-13,Asia Pacific,Bronze,213.29,0.28
CUST-003994,2025-01-11,North America,Bronze,80.19,0.28
CUST-003995,2025-07-04,North America,Bronze,190.98,0.28
CUST-003996,2025-06-23,North America,Bronze,186.14,0.28
CUST-003997,2026-02-09,Europe,Bronze,151.04,0.28
CUST-003998,2024-03-24,North America,Bronze,147.76,0.28
CUST-003999,2025-03-29,Latin America,Gold,835.68,0.1
CUST-004000,2025-10-28,Europe,Bronze,198.22,0.28
CUST-004001,2025-09-20,Europe,Bronze,169.8,0.28
CUST-004002,2025-05-28,North America,Bronze,123.76,0.28
CUST-004003,2025-08-27,Europe,Silver,328.73,0.18
CUST-004004,2025-11-08,Asia Pacific,Silver,279.19,0.18
CUST-004005,2025-01-21,Europe,Bronze,174.03,0.28
CUST-004006,2024-12-15,Asia Pacific,Silver,415.03,0.18
CUST-004007,2024-10-22,Latin America,Silver,417.15,0.18
CUST-004008,2024-09-14,Latin America,Bronze,80.33,0.28
CUST-004009,2024-03-21,Asia Pacific,Silver,290.38,0.18
CUST-004010,2024-09-24,North America,Silver,278.01,0.18
CUST-004011,2025-02-22,Europe,Bronze,204.0,0.28
CUST-004012,2024-08-22,Europe,Silver,481.99,0.18
CUST-004013,2026-04-12,Asia Pacific,Gold,1071.57,0.1
CUST-004014,2024-11-06,Asia Pacific,Silver,700.27,0.18
CUST-004015,2026-03-23,Asia Pacific,Bronze,220.59,0.28
CUST-004016,2024-12-22,Asia Pacific,Gold,1867.3,0.1
CUST-004017,2024-07-31,North America,Silver,408.47,0.18
CUST-004018,2025-07-27,North America,Bronze,85.19,0.28
CUST-004019,2024-02-18,North America,Bronze,296.85,0.28
CUST-004020,2024-05-06,Latin America,Silver,554.98,0.18
CUST-004021,2024-08-10,Asia Pacific,Gold,1492.26,0.1
CUST-004022,2024-10-05,Asia Pacific,Bronze,196.56,0.28
CUST-004023,2025-02-11,Asia Pacific,Bronze,453.06,0.28
CUST-004024,2025-05-19,Asia Pacific,Silver,432.28,0.18
CUST-004025,2024-10-20,Latin America,Gold,2131.69,0.1
CUST-004026,2026-03-06,Asia Pacific,Bronze,106.65,0.28
CUST-004027,2024-10-03,Europe,Gold,1662.65,0.1
CUST-004028,2025-03-13,Asia Pacific,Silver,918.39,0.18
CUST-004029,2024-04-16,North America,Gold,1177.67,0.1
CUST-004030,2025-10-19,Asia Pacific,Silver,208.86,0.18
CUST-004031,2025-02-23,Europe,Bronze,188.19,0.28
CUST-004032,2025-09-02,North America,Silver,412.6,0.18
CUST-004033,2025-03-04,Asia Pacific,Gold,1682.07,0.1
CUST-004034,2025-01-09,Europe,Bronze,124.47,0.28
CUST-004035,2024-03-13,Middle East & Africa,Silver,1169.44,0.18
CUST-004036,2025-09-25,North America,Bronze,156.52,0.28
CUST-004037,2024-01-30,Europe,Bronze,205.83,0.28
CUST-004038,2024-07-06,Europe,Gold,804.48,0.1
CUST-004039,2024-12-29,North America,Bronze,93.75,0.28
CUST-004040,2026-05-15,Europe,Gold,714.32,0.1
CUST-004041,2026-03-10,North America,Bronze,89.53,0.28
CUST-004042,2025-03-26,North America,Platinum,4591.23,0.05
CUST-004043,2024-07-13,North America,Bronze,117.85,0.28
CUST-004044,2024-06-04,North America,Bronze,90.25,0.28
CUST-004045,2024-06-20,Asia Pacific,Bronze,113.52,0.28
CUST-004046,2026-04-26,North America,Gold,1590.07,0.1
CUST-004047,2024-02-10,Europe,Bronze,196.78,0.28
CUST-004048,2024-03-03,Asia Pacific,Bronze,223.5,0.28
CUST-004049,2024-01-23,Europe,Gold,1072.2,0.1
CUST-004050,2024-12-25,Latin America,Gold,2667.58,0.1
CUST-004051,2024-03-15,Asia Pacific,Gold,1849.89,0.1
CUST-004052,2025-07-13,Asia Pacific,Bronze,93.78,0.28
CUST-004053,2025-11-02,North America,Bronze,207.57,0.28
CUST-004054,2026-04-04,Asia Pacific,Silver,453.45,0.18
CUST-004055,2024-04-27,Asia Pacific,Silver,421.25,0.18
CUST-004056,2025-09-03,Europe,Bronze,150.59,0.28
CUST-004057,2025-01-14,North America,Bronze,114.92,0.28
CUST-004058,2025-11-09,Europe,Platinum,5240.21,0.05
CUST-004059,2024-10-16,Asia Pacific,Bronze,119.03,0.28
CUST-004060,2025-03-15,Europe,Silver,359.67,0.18
CUST-004061,2025-10-29,Asia Pacific,Silver,609.92,0.18
CUST-004062,2024-01-07,North America,Silver,1072.17,0.18
CUST-004063,2024-07-14,Asia Pacific,Silver,368.88,0.18
CUST-004064,2025-02-24,North America,Bronze,91.11,0.28
CUST-004065,2025-07-21,North America,Bronze,236.65,0.28
CUST-004066,2026-04-12,Europe,Gold,1297.37,0.1
CUST-004067,2024-07-11,North America,Bronze,183.38,0.28
CUST-004068,2025-07-12,North America,Gold,1216.59,0.1
CUST-004069,2024-05-27,North America,Silver,570.6,0.18
CUST-004070,2026-02-25,Europe,Silver,520.51,0.18
CUST-004071,2025-10-30,Latin America,Bronze,121.66,0.28
CUST-004072,2024-07-20,Asia Pacific,Bronze,198.78,0.28
CUST-004073,2025-03-19,Europe,Silver,549.65,0.18
CUST-004074,2025-02-22,North America,Bronze,129.3,0.28
CUST-004075,2025-03-02,Europe,Platinum,3265.97,0.05
CUST-004076,2025-04-23,Asia Pacific,Platinum,2555.91,0.05
CUST-004077,2025-04-19,North America,Bronze,180.44,0.28
CUST-004078,2024-05-05,North America,Bronze,181.23,0.28
CUST-004079,2025-01-29,North America,Bronze,147.69,0.28
CUST-004080,2026-03-27,Asia Pacific,Platinum,2219.48,0.05
CUST-004081,2026-05-30,Europe,Bronze,66.79,0.28
CUST-004082,2026-03-16,Asia Pacific,Bronze,136.74,0.28
CUST-004083,2025-07-29,North America,Silver,494.67,0.18
CUST-004084,2024-11-20,North America,Bronze,194.13,0.28
CUST-004085,2025-01-26,Europe,Bronze,235.98,0.28
CUST-004086,2025-11-18,Europe,Bronze,130.03,0.28
CUST-004087,2025-09-19,North America,Silver,238.99,0.18
CUST-004088,2025-03-15,North America,Bronze,122.14,0.28
CUST-004089,2024-07-22,North America,Silver,1077.67,0.18
CUST-004090,2025-04-30,North America,Gold,2316.4,0.1
CUST-004091,2026-04-12,North America,Silver,534.05,0.18
CUST-004092,2024-01-31,Middle East & Africa,Silver,378.65,0.18
CUST-004093,2025-01-22,Europe,Bronze,144.62,0.28
CUST-004094,2025-09-16,Europe,Bronze,297.83,0.28
CUST-004095,2026-05-26,Europe,Bronze,163.14,0.28
CUST-004096,2025-03-09,North America,Silver,386.47,0.18
CUST-004097,2026-04-16,North America,Bronze,254.97,0.28
CUST-004098,2025-01-10,Europe,Bronze,68.82,0.28
CUST-004099,2024-12-09,Europe,Bronze,100.36,0.28
CUST-004100,2025-03-18,North America,Bronze,108.71,0.28
CUST-004101,2025-08-01,Asia Pacific,Silver,671.76,0.18
CUST-004102,2024-03-15,Europe,Silver,359.58,0.18
CUST-004103,2025-07-10,North America,Bronze,73.8,0.28
CUST-004104,2026-02-10,North America,Silver,341.17,0.18
CUST-004105,2025-10-27,Europe,Silver,372.73,0.18
CUST-004106,2024-06-03,Asia Pacific,Silver,438.01,0.18
CUST-004107,2025-03-05,North America,Gold,1263.16,0.1
CUST-004108,2024-12-28,North America,Bronze,220.9,0.28
CUST-004109,2025-03-23,Europe,Bronze,132.4,0.28
CUST-004110,2024-08-21,North America,Silver,356.43,0.18
CUST-004111,2025-07-16,Asia Pacific,Platinum,3565.99,0.05
CUST-004112,2026-03-28,Europe,Silver,495.87,0.18
CUST-004113,2024-09-18,North America,Gold,943.45,0.1
CUST-004114,2026-04-06,North America,Gold,607.21,0.1
CUST-004115,2024-05-04,Europe,Silver,369.92,0.18
CUST-004116,2024-09-01,North America,Silver,621.55,0.18
CUST-004117,2025-06-25,North America,Bronze,145.34,0.28
CUST-004118,2025-04-29,Asia Pacific,Silver,740.1,0.18
CUST-004119,2024-05-01,North America,Silver,550.19,0.18
CUST-004120,2024-05-04,Europe,Silver,364.34,0.18
CUST-004121,2025-07-02,North America,Bronze,269.95,0.28
CUST-004122,2024-06-18,Europe,Bronze,105.95,0.28
CUST-004123,2024-05-03,North America,Gold,614.01,0.1
CUST-004124,2026-05-18,Middle East & Africa,Silver,516.4,0.18
CUST-004125,2024-02-04,Asia Pacific,Platinum,2557.97,0.05
CUST-004126,2024-03-27,North America,Bronze,146.64,0.28
CUST-004127,2025-10-07,Europe,Bronze,97.69,0.28
CUST-004128,2025-12-08,Europe,Bronze,150.27,0.28
CUST-004129,2026-02-24,Europe,Gold,1456.8,0.1
CUST-004130,2024-07-19,Asia Pacific,Bronze,193.19,0.28
CUST-004131,2025-01-03,Europe,Gold,761.1,0.1
CUST-004132,2026-03-07,North America,Bronze,87.27,0.28
CUST-004133,2024-03-17,Asia Pacific,Gold,1406.8,0.1
CUST-004134,2024-02-28,North America,Gold,1030.96,0.1
CUST-004135,2025-03-06,Asia Pacific,Gold,960.42,0.1
CUST-004136,2025-09-29,Asia Pacific,Bronze,143.11,0.28
CUST-004137,2025-05-14,North America,Silver,420.35,0.18
CUST-004138,2024-04-18,North America,Bronze,174.2,0.28
CUST-004139,2026-01-05,Asia Pacific,Bronze,182.3,0.28
CUST-004140,2024-10-04,Asia Pacific,Bronze,222.34,0.28
CUST-004141,2024-03-08,Europe,Silver,405.84,0.18
CUST-004142,2024-03-09,North America,Bronze,223.4,0.28
CUST-004143,2024-06-13,Europe,Gold,1517.9,0.1
CUST-004144,2025-05-03,North America,Bronze,212.69,0.28
CUST-004145,2024-10-31,North America,Bronze,96.34,0.28
CUST-004146,2025-11-04,North America,Bronze,143.94,0.28
CUST-004147,2024-12-30,North America,Gold,2561.05,0.1
CUST-004148,2026-05-03,Europe,Bronze,86.67,0.28
CUST-004149,2026-03-31,Middle East & Africa,Gold,2456.99,0.1
CUST-004150,2025-01-13,Asia Pacific,Silver,905.2,0.18
CUST-004151,2024-12-08,North America,Platinum,4690.54,0.05
CUST-004152,2025-07-07,Europe,Bronze,87.53,0.28
CUST-004153,2024-12-19,Europe,Silver,412.66,0.18
CUST-004154,2025-02-19,North America,Silver,617.87,0.18
CUST-004155,2024-04-18,Latin America,Gold,706.1,0.1
CUST-004156,2025-07-16,Europe,Bronze,196.59,0.28
CUST-004157,2026-01-31,Middle East & Africa,Gold,1252.97,0.1
CUST-004158,2025-05-11,Europe,Bronze,119.47,0.28
CUST-004159,2024-12-06,Europe,Silver,287.6,0.18
CUST-004160,2025-01-17,North America,Bronze,268.88,0.28
CUST-004161,2025-06-16,Europe,Bronze,204.66,0.28
CUST-004162,2024-10-26,North America,Bronze,140.42,0.28
CUST-004163,2024-05-18,Asia Pacific,Gold,1216.83,0.1
CUST-004164,2024-12-24,Asia Pacific,Platinum,3144.43,0.05
CUST-004165,2026-04-15,Asia Pacific,Bronze,72.79,0.28
CUST-004166,2025-05-13,Asia Pacific,Gold,2009.16,0.1
CUST-004167,2025-01-19,Asia Pacific,Silver,491.17,0.18
CUST-004168,2025-08-26,North America,Silver,659.18,0.18
CUST-004169,2024-10-06,Europe,Bronze,125.08,0.28
CUST-004170,2025-09-28,Asia Pacific,Silver,466.89,0.18
CUST-004171,2025-04-27,Europe,Bronze,170.48,0.28
